Date,Issuer,Symbol,Lead/Joint-Lead  Managers,Offer Price,Opening Price,1st Day Close,1st Day % Px Chng ,$ Change Opening,$ Change Close,Star Ratings,Performed
2016/12/7 0:00,Polar Power ,POLA,Roth Capital Partners/ Joseph Gunnar,7,7.55,9,0.285714286,0.55,2,1,
2016/12/8 0:00,SenesTech ,SNES,Roth Capital Partners,8,8.25,8.16,0.02,0.25,0.16,1,
2016/12/9 0:00,Athene Holding Ltd. ,ATH,Goldman Sachs/ Barclays/ Citigroup/ Wells Fargo Securities,40,43.56,44.05,0.10125,3.56,4.05,1,Missed
2016/12/9 0:00,"Ichor Holdings, Ltd. ",ICHR,Deutsche Bank Securities/ Stifel,9,10.25,9.77,0.085555556,1.25,0.77,1,
2016/12/14 0:00,WildHorse Resource Development ,WRD,Barclays/ BofA Merrill Lynch/ BMO Capital Markets/ Citigroup/ Wells Fargo Securities,15,15.7,15.06,0.004,0.7,0.06,2,
2016/12/16 0:00,trivago N.V. ,TRVG,J.P. Morgan/ Goldman Sachs/ Morgan Stanley,11,11.2,11.85,0.077272727,0.2,0.85,2,
2015/1/16 0:00,Patriot National  ,PN,UBS Investment Bank/ BMO Capital Markets/ SunTrust Robinson Humphrey,14,13.49,13.5,-0.035714286,-0.51,-0.5,1,
2015/1/16 0:00,County Bancorp  ,ICBK,Baird/ Sterne Agee,15.75,16.35,17,0.079365079,0.6,1.25,1,
2015/1/16 0:00,Quinpario Acquisition Corp. 2  ,QPACU,Deutsche Bank Securities/ Cantor Fitzgerald,10,10.01,10,0,0.01,0,1,
2015/1/23 0:00,Box,BOX,Morgan Stanley/ Credit Suisse/ J.P. Morgan,14,20.2,23.23,0.659285714,6.2,9.23,3,
2015/1/27 0:00,Zosano Pharma (ZSAN),ZSAN,Ladenburg Thalmann/ Roth Capital Partners,11,12.16,11.1,0.009090909,1.16,0.1,1,
2015/1/28 0:00,Ascendis Pharma A/S  ,ASND,BofA Merrill Lynch/ Leerink Partners,18,21.5,18.83,0.046111111,3.5,0.83,2,
2015/1/29 0:00,Entellus Medical ,ENTL,BofA Merrill Lynch/ Piper Jaffray,17,19.26,22,0.294117647,2.26,5,2,
2015/1/29 0:00,Flex Pharma  ,FLKS,Jefferies/ Piper Jaffray,16,19,14.95,-0.065625,3,-1.05,2,
2015/1/29 0:00,Presbia PLC ,LENS,Jefferies,10,9.25,8.15,-0.185,-0.75,-1.85,1,
2015/1/30 0:00,Avinger  ,AVGR,Canaccord Genuity/ Cowen,13,13.15,13.5,0.038461538,0.15,0.5,1,
2015/1/30 0:00,InfraREIT ,HIFR,BofA Merrill Lynch/ Citigroup,23,27.1,26.6,0.156521739,4.1,3.6,3,
2015/1/30 0:00,Spark Therapeutics ,ONCE,J.P. Morgan/ Credit Suisse,23,42.05,50,1.173913043,19.05,27,4,
2015/1/30 0:00,Tracon Pharmaceuticals ,TCON,Wells Fargo Securities/ Stifel,10,10,9.4,-0.06,0,-0.6,1,
2015/1/30 0:00,Shake Shack ,SHAK,J.P. Morgan/ Morgan Stanley,21,47,45.9,1.185714286,26,24.9,3,
2015/2/5 0:00,Nexvet Biopharma plc ,NVET,BofA Merrill Lynch/ Cowen and Company,10,9.15,8.88,-0.112,-0.85,-1.12,1,
2015/2/6 0:00,Barington/Hilco Acquisition  ,BHACU,EarlyBirdCapital,10,10,9.99,-0.001,0,-0.01,1,
2015/2/6 0:00,Columbia Pipeline Partners LP ,CPPL,Barclays/ Citigroup/ BofA Merrill Lynch/ Goldman Sachs/ J.P. Morgan/ Morgan Stanley/ Wells Fargo Securities,23,28,26.79,0.164782609,5,3.79,3,
2015/2/6 0:00,Easterly Government Properties  (DEA),DEA,Citigroup/ Raymond James/ RBC Capital Markets,15,16.25,15.5,0.033333333,1.25,0.5,1,
2015/2/10 0:00,Avenue Financial  ,AVNU,"Keefe, Bruyette & Woods (A Stifel Company)",11,14.3,11.85,0.077272727,3.3,0.85,2,
2015/2/12 0:00,Inovalon Holdings ,INOV,Goldman Sachs/ Morgan Stanley/ Citigroup/ BofA Merrill Lynch/ UBS Investment Bank,27,33.16,27,0,6.16,0,3,
2015/2/12 0:00,Invitae  ,NVTA,J.P. Morgan,16,17.5,17.05,0.065625,1.5,1.05,3,
2015/2/13 0:00,Bellerophon Therapeutics   ,BLPH,Leerink Partners/ Cowen and Company,12,10,8.97,-0.2525,-2,-3.03,1,
2015/2/13 0:00,Eyegate Pharmaceuticals   ,EYEG,Aegis Capital Corp,6,6,6,0,0,0,1,
2015/2/13 0:00,Great Ajax  ,AJX,FBR/ Sterne Agee/ Nomura,14.25,14.25,14,-0.01754386,0,-0.25,1,
2015/2/13 0:00,FinTech Acquisition ,FNTCU,Cantor Fitzgerald ,10,10,10,0,0,0,1,
2015/2/18 0:00,Inotek Pharmaceuticals  ,ITEK,Cowen and Company/ Piper Jaffray,6,6.1,6,0,0.1,0,1,
2015/2/19 0:00,Check-Cap Ltd. ,CHEKU,Chardan Capital Markets/ Maxim Group,6,6,6.01,0.001666667,0,0.01,1,
2015/2/21 0:00,Baozun ,BZUN,Morgan Stanley/ Credit Suisse/ BofA Merrill Lynch,10,10.25,10.44,0.044,0.25,0.44,1,
2015/2/21 0:00,Community Healthcare Trust ,CHCT,Sandler ONeill + Partners/ SunTrust Robinson Humphrey,19,19,19.75,0.039473684,0,0.75,1,
2015/3/6 0:00,MaxPoint Interactive   ,MXPT,Goldman Sachs/ Deutsche Bank Securities/ Pacific Crest Securities,11.5,11,9.76,-0.151304348,-0.5,-1.74,2,Missed
2015/3/12 0:00,Summit Materials   ,SUM,Citigroup/ Goldman Sachs/ BofA Merrill Lynch/ Barclays/ Deutsche Bank Securities/ RBC Capital Markets,18,20.16,20.97,0.165,2.16,2.97,2,
2015/3/17 0:00,Goldman Sachs BDC ,GSBD,BofA Merrill Lynch/ Goldman Sachs/ Morgan Stanley/ Citigroup/ Credit Suisse/ Wells Fargo Securities,20,19.5,20.05,0.0025,-0.5,0.05,1,
2015/3/19 0:00,National Commerce  ,NCOM,"Keefe, Bruyette & Woods (A Stifel Company)",19.5,21.05,21.12,0.083076923,1.55,1.62,1,Missed
2015/3/20 0:00,SteadyMed ,STDY,Wells Fargo Securities/ RBC Capital Markets,8.5,8.06,8.6,0.011764706,-0.44,0.1,1,
2015/3/24 0:00,Harmony Merger ,HRMNU,Cantor Fitzgerald & Co.,10,10,10,0,0,0,1,
2015/3/26 0:00,SolarEdge Technologies,SEDG,Goldman Sachs/ Deutsche Bank Securities,18,20,20.7,0.15,2,2.7,3,
2015/3/27 0:00,Jernigan Capital ,JCAP,Raymond James/ Baird/ Wunderlich Securities,20,20.05,20.31,0.0155,0.05,0.31,1,
2015/4/1 0:00,GoDaddy ,GDDY,Morgan Stanley/ J.P. Morgan/ Citigroup/ Barclays/ Deutsche Bank Securities/ RBC Capital Markets,20,26.15,26.15,0.3075,6.15,6.15,3,
2015/4/2 0:00,Kornit Digital Ltd.   ,KRNT,Barclays/ Citigroup,10,12.94,14,0.4,2.94,4,1,
2015/4/8 0:00,Wowo Ltd ,WOWO,Axiom,10,11.06,10.29,0.029,1.06,0.29,1,
2015/4/9 0:00,Carbylan Therapeutics ,CBYL,Leerink Partners,5,5.56,5.56,0.112,0.56,0.56,1,
2015/4/15 0:00,Cidara Therapeutics  ,CDTX,Jefferies/ Leerink Partners,16,16.11,16,0,0.11,0,2,Missed
2015/4/15 0:00,Aduro Biotech  ,ADRO,BofA Merrill Lynch/ Leerink Partners,17,32,42,1.470588235,15,25,3,
2015/4/16 0:00,Etsy ,ETSY,Goldman Sachs,16,31,30,0.875,15,14,3,
2015/4/16 0:00,KemPharm   ,KMPH,Cowen and Company/ RBC Capital Markets,11,11.75,11.2,0.018181818,0.75,0.2,1,
2015/4/16 0:00,Party City Holdco ,PRTY,Goldman Sachs/ BofA Merrill Lynch,17,20.5,20.7,0.217647059,3.5,3.7,3,
2015/4/16 0:00,Virtu Financial ,VIRT,"Goldman Sachs/ J.P. Morgan/ Sandler O'Neill + Partners, L.P.",19,23,22.18,0.167368421,4,3.18,2,
2015/4/23 0:00,National Storage Affiliates Trust  (NSA),NSA,Jefferies/ Morgan Stanley/ Wells Fargo Securities,13,13,13,0,0,0,1,
2015/4/24 0:00,Apigee  ,APIC,Morgan Stanley/ J.P. Morgan/ Credit Suisse,17,20,16.7,-0.017647059,3,-0.3,3,
2015/4/29 0:00,Atlantic Alliance Partnership ,AAPC,Citigroup,10,10.01,10.06,0.006,0.01,0.06,1,
2015/4/29 0:00,"Enviva Partners, LP  ",EVA,Barclays/ Goldman Sachs/ RBC Capital Markets/ Citigroup,20,20,21.5,0.075,0,1.5,3,
2015/4/29 0:00,Viking Therapeutics ,VKTX,Laidlaw & Company (UK) Ltd.,8,8.61,8.96,0.12,0.61,0.96,1,
2015/4/30 0:00,Blueprint Medicines ,BPMC,Goldman Sachs/ Cowen and Company,18,23.4,18.87,0.048333333,5.4,0.87,3,
2015/5/1 0:00,Arowana ,ARWAU,EarlyBirdCapital,10,10.01,10.02,0.002,0.01,0.02,1,
2015/5/1 0:00,"Black Stone Minerals, L.P. ",BSM,Barclays/ BofA Merrill Lynch/ Citigroup/ Credit Suisse/ Wells Fargo Securities,19,19.15,18.24,-0.04,0.15,-0.76,2,Missed
2015/5/5 0:00,OpGen ,OPGN,Maxim Group,6,5.3,4.85,-0.191666667,-0.7,-1.15,1,
2015/5/6 0:00,Adaptimmune Therapeutics PLC ,ADAP,BofA Merrill Lynch/ Cowen and Company/ Leerink Partners,17,19.25,16,-0.058823529,2.25,-1,1,
2015/5/6 0:00,CoLucid Pharmaceuticals  ,CLCD,Piper Jaffray/ Stifel,10,7.8,8,-0.2,-2.2,-2,1,
2015/5/6 0:00,HTG Molecular Diagnostics ,HTGM,Leerink Partners,14,14,13.77,-0.016428571,0,-0.23,2,Missed
2015/5/7 0:00,aTYR PHARMA ,LIFE,J.P. Morgan/ Citigroup,14,13.25,14.95,0.067857143,-0.75,0.95,1,
2015/5/7 0:00,Collegium Pharmaceutical ,COLL,Jefferies/ Piper Jaffray,12,12,12.29,0.024166667,0,0.29,1,
2015/5/7 0:00,"Tallgrass Energy GP, LP ",TEGP,Citigroup/ Goldman Sachs,29,30.9,31.75,0.094827586,1.9,2.75,3,
2015/5/8 0:00,Bojangles ,BOJA,BofA Merrill Lynch/ Wells Fargo Securities/ Jefferies,19,26.55,23.75,0.25,7.55,4.75,3,
2015/5/12 0:00,"EQT GP Holdings, LP ",EQGP,Barclays/ Goldman Sachs,27,32,32.96,0.220740741,5,5.96,3,
2015/5/13 0:00,Jaguar Animal Health  ,JAGX,Aegis Capital Corp,7,7,6.78,-0.031428571,0,-0.22,1,
2015/5/14 0:00,Fenix Parts ,FENX,BMO Capital Markets/ Stifel,8,7.8,8.44,0.055,-0.2,0.44,1,
2015/5/15 0:00,Arcadia Biosciences  ,RKDA,Credit Suisse/ J.P. Morgan/ Piper Jaffray,8,7.49,7.3,-0.0875,-0.51,-0.7,1,
2015/5/15 0:00,Fortress Transportation and Infrastructure Investors ,FTAI,Citigroup/ BofA Merrill Lynch/ Barclays/ Deutsche Bank Securities/ UBS Investment Bank,17,16,16.55,-0.026470588,-1,-0.45,1,
2015/5/19 0:00,Black Knight Financial Services ,BKFS,J.P. Morgan/ BofA Merrill Lynch/ Wells Fargo Securities,24.5,26.25,27.11,0.106530612,1.75,2.61,3,
2015/5/20 0:00,GP Investments Acquisition ,GPIAU,Citigroup,10,10.05,10.02,0.002,0.05,0.02,1,
2015/5/21 0:00,PGA Holdings  ,PGND,Barclays/ Goldman Sachs/ William Blair,25,27.67,27.5,0.1,2.67,2.5,2,
2015/5/21 0:00,Shopify ,SHOP,Morgan Stanley/ Credit Suisse/ RBC Capital Markets,17,28,25.68,0.510588235,11,8.68,3,
2015/6/4 0:00,"PennTex Midstream Partners, LP ",PTXP,"Citigroup/ Barclays/ RBC Capital Markets/ Tudor, Pickering, Holt",20,20.95,19.48,-0.026,0.95,-0.52,2,
2015/6/5 0:00,DAVIDsTEA ,DTEA,Goldman Sachs/ J.P. Morgan,19,25,27,0.421052632,6,8,3,
2015/6/5 0:00,EndoChoice (ECPM Holdings)  ,GI,J.P. Morgan/ BofA Merrill Lynch/ William Blair/ Stifel,15,14.5,17,0.133333333,-0.5,2,2,
2015/6/5 0:00,Evolent Health  ,EVH,J.P. Morgan/ Goldman Sachs,17,18,18.86,0.109411765,1,1.86,3,
2015/6/11 0:00,Axovant Sciences ,AXON,Jefferies/ Evercore ISI/ RBC Capital Markets,15,20.93,29.9,0.993333333,5.93,14.9,3,
2015/6/11 0:00,Electrum Special Acquisition ,ELECU,Cantor Fitzgerald ,10,10.06,10.15,0.015,0.06,0.15,1,
2015/6/11 0:00,People's Utah Bancorp ,PUB,D.A. Davidson & Co.,14.4,15.76,16.7,0.159722222,1.36,2.3,1,Missed
2015/6/12 0:00,Wingstop  ,WING,Morgan Stanley/ Jefferies/ Baird,19,30.5,30.59,0.61,11.5,11.59,3,
2015/6/15 0:00,Invuity ,IVTY,Piper Jaffray/ Leerink Partners/ Stifel,12,12.75,14.92,0.243333333,0.75,2.92,1,
2015/6/17 0:00,Nivalis Therapeutics  ,NVLS,Cowen and Company/ Stifel,14,16.5,14.92,0.065714286,2.5,0.92,2,
2015/6/18 0:00,Fitbit  ,FIT,Morgan Stanley/ Deutsche Bank Securities/ BofAMerrill Lynch,20,30.4,29.68,0.484,10.4,9.68,4,
2015/6/18 0:00,Univar ,UNVR,Deutsche Bank Securities/ Goldman Sachs/ BofA Merrill Lynch,22,24.1,24.05,0.093181818,2.1,2.05,2,
2015/6/19 0:00,8point3 Energy Partners LP  ,CAFD,Goldman Sachs/ Citigroup/ Deutsche Bank Securities/ J.P. Morgan/ Credit Agricole CIB,21,20.8,20.49,-0.024285714,-0.2,-0.51,2,Missed
2015/6/19 0:00,Fogo de Chão ,FOGO,Jefferies/ J.P. Morgan,20,25.24,25.75,0.2875,5.24,5.75,4,
2015/6/19 0:00,MINDBODY ,MB,Morgan Stanley/ Credit Suisse/ UBS Securities,14,16.22,11.56,-0.174285714,2.22,-2.44,3,
2015/6/24 0:00,Ritter Pharmaceuticals ,RTTR,Aegis Capital Corp,5,5,4.96,-0.008,0,-0.04,1,
2015/6/25 0:00,Catabasis Pharmaceuticals  (CATB),CATB,Citigroup/ Cowen and Company,12,12.74,13,0.083333333,0.74,1,1,
2015/6/25 0:00,Gener8 Maritime  ,GNRT,Citigroup/ UBS/ Jefferies/ Evercore ISI,14,12.75,13.1,-0.064285714,-1.25,-0.9,1,
2015/6/25 0:00,Glaukos ,GKOS,J.P. Morgan/ BofA Merrill Lynch/ Goldman Sachs,18,29.11,31.22,0.734444444,11.11,13.22,3,
2015/6/25 0:00,Lantheus Holdings ,LNTH,Credit Suisse/ Jefferies/ RBC Capital Markets/ Wells Fargo Securities,14,16.22,11.56,-0.174285714,2.22,-2.44,1,
2015/6/25 0:00,Milacron Holdings  ,MCRN,BofA Merrill Lynch/ Barclays/ J.P. Morgan/ Baird/ Credit Suisse/ Goldman Sachs,20,19.5,19.58,-0.021,-0.5,-0.42,2,Missed
2015/6/25 0:00,TransUnion  ,TRU,Goldman Sachs/ J.P. Morgan/ BofA Merrill Lynch/ Deutsche Bank Securities/ RBC Capital Markets/ Wells Fargo Securities/ Credit Suisse,22.5,24.62,24.5,0.088888889,2.12,2,2,
2015/6/26 0:00,Alarm.com Holdings  ,ALRM,Goldman Sachs/ Credit Suisse/ BofA Merrill Lynch,14,16.05,16.88,0.205714286,2.05,2.88,3,
2015/6/26 0:00,AppFolio ,APPF,Morgan Stanley/ Credit Suisse,12,12.15,14.08,0.173333333,0.15,2.08,2,
2015/6/26 0:00,Green Plains Partners LP  ,GPP,Barclays/ BofA Merrill Lynch/ Credit Suisse/ Macquarie Capital/ RBC Capital Markets,15,15.23,15,0,0.23,0,1,
2015/6/26 0:00,Seres Therapeutics  ,MCRB,Goldman Sachs/ BofA Merrill Lynch,18,31.36,51.4,1.855555556,13.36,33.4,3,
2015/6/26 0:00,Xactly  ,XTLY,J.P. Morgan/ Deutsche Bank Securities/ UBS Investment Bank,8,8,8.7,0.0875,0,0.7,1,
2015/6/26 0:00,Yulong Eco-Materials ,YECO,Axiom Capital Management/ Northland Capital Markets/ ViewTrade Securities,6.25,6.25,6.17,-0.0128,0,-0.08,1,
2015/7/1 0:00,CNX Coal Resources LP  ,CNXC,BofA Merrill Lynch/ Wells Fargo Securities/ Jefferies / Scotia Howard Weil/ Citigroup/ Credit Suisse/ J.P. Morgan/ Evercore ISI / BB&T Capital Markets/ Goldman Sachs/ The Huntington Investment Company/ Stifel/ Nomura,15,15,15.41,0.027333333,0,0.41,1,
2015/7/1 0:00,ConforMIS  ,CFMS,J.P. Morgan/ Deutsche Bank Securities,15,18,19.25,0.283333333,3,4.25,3,
2015/7/1 0:00,Teladoc ,TDOC,J.P. Morgan/ Deutsche Bank Securities,19,29.9,28.5,0.5,10.9,9.5,3,
2015/7/1 0:00,Unique Fabricating  ,UFAB,Roth Capital Partners/ Taglich Brothers,9.5,12.5,13.49,0.42,3,3.99,1,Missed
2015/7/2 0:00,Natera ,NTRA,Morgan Stanle/ Cowen and Company/ Piper Jaffray,18,22.1,22.74,0.263333333,4.1,4.74,3,
2015/7/16 0:00,Chiasma ,CHMA,Barclays/ Cowen and Company,16,20.99,20,0.25,4.99,4,3,
2015/7/16 0:00,Jupai Holdings ,JP,Credit Suisse/ China Renaissance,10,10.41,11.08,0.108,0.41,1.08,1,
2015/7/16 0:00,Ollie's Bargain Outlet Holdings ,OLLI,J.P. Morgan/ Jefferies/ BofA Merrill Lynch,16,21.27,21.15,0.321875,5.27,5.15,1,
2015/7/16 0:00,ProNAi Therapeutics ,DNAI,Jefferies/ BofA Merrill Lynch,17,28.68,30.8,0.811764706,11.68,13.8,3,
2015/7/17 0:00,MCBC Holdings ,MCFT,Baird/ Raymond James/ Wells Fargo Securities,15,15.5,15.92,0.061333333,0.5,0.92,2,
2015/7/17 0:00,Ooma ,OOMA,Credit Suisse/ BofA Merrill Lynch,13,12.1,10.95,-0.157692308,-0.9,-2.05,1,
2015/7/17 0:00,Rapid7 ,RPD,Morgan Stanley/ Barclays,16,26.75,25.28,0.58,10.75,9.28,4,
2015/7/22 0:00,Blue Buffalo Pet Products  ,BUFF,J.P. Morgan/ Citigroup,20,27,27.2,0.36,7,7.2,4,
2015/7/23 0:00,Hennessy Capital Acquisition Corp II  ,HCACU,UBS Investment Bank/ Cantor Fitzgerald/ BMO Capital Markets,10,10,10,0,0,0,1,
2015/7/23 0:00,Live Oak Bancshares ,LOB,"Sandler O’Neill & Partners, L.P",17,18.5,19.07,0.121764706,1.5,2.07,2,
2015/7/23 0:00,Neos Therapeutics ,NEOS,UBS Investment Bank/ BMO Capital Markets/ RBC Capital Markets,15,18.22,19.54,0.302666667,3.22,4.54,1,Missed
2015/7/24 0:00,JM Global Holding ,WYIGU,Cantor Fitzgerald,10,10,10.06,0.006,0,0.06,1,
2015/7/28 0:00,NantKwest ,NK,BofA Merrill Lynch/ Citigroup/ Jefferies/ Piper Jaffray,25,37,34.64,0.3856,12,9.64,3,
2015/7/30 0:00,Easterly Acquisition   ,EACQU,Citigroup,10,10,9.99,-0.001,0,-0.01,1,
2015/7/30 0:00,Global Partner Acquisition ,GPACU,Deutsche Bank Securities,10,10.01,10.03,0.003,0.01,0.03,1,
2015/7/30 0:00,vTv Therapeutics ,VTV,Piper Jaffray/ Stifel,15,14,10.89,-0.274,-1,-4.11,2,Missed
2015/7/31 0:00,TerraForm Global  ,GLBL,J.P. Morgan/ Barclays/ Citigroup/ Morgan Stanley,15,14,14,-0.066666667,-1,-1,1,
2015/7/31 0:00,Aqua Metals  ,AQMS,National Securities Corporation,5,6.5,5.35,0.07,1.5,0.35,1,
2015/8/5 0:00,Amplify Snack Brands ,BETR,Goldman Sachs/ Jefferies/ Credit Suisse,18,17,16.14,-0.103333333,-1,-1.86,3,Missed
2015/8/5 0:00,Sunrun ,RUN,Credit Suisse/ Goldman Sachs/ Morgan Stanley,14,13.06,10.77,-0.230714286,-0.94,-3.23,1,
2015/8/5 0:00,Zynerba Pharmeceuticals ,ZYNE,Jefferies/ Piper Jaffray,14,18,16.25,0.160714286,4,2.25,3,
2015/8/6 0:00,Aimmune Therapeutics ,AIMT,BofA Merrill Lynch/ Credit Suisse/ Piper Jaffray,16,17.5,24.1,0.50625,1.5,8.1,3,
2015/8/6 0:00,Planet Fitness  ,PLNT,J.P. Morgan Securities Merrill Lynch/ Jefferies/ Credit Suisse Securities,16,14.5,16,0,-1.5,0,3,Missed
2015/8/12 0:00,Global Blood Therapeutics ,GBT,Morgan Stanley/ Goldman Sachs,20,34.65,43.11,1.1555,14.65,23.11,3,
2015/8/13 0:00,Conifer Holdings ,CNFR,BMO Capital Markets/ Raymond James,10.5,9.75,10.5,0,-0.75,0,1,
2015/8/13 0:00,E-compass Acquisition ,ECACU,Cantor Fitzgerald,10,10.05,10.04,0.004,0.05,0.04,1,
2015/8/13 0:00,Houlihan Lokey ,HLI,BofA Merrill Lynch/ Goldman Sachs,21,22.11,22.4,0.066666667,1.11,1.4,1,
2015/8/14 0:00,Gores Holdings ,GRSHU,Deutsche Bank Securities,10,10.03,10.49,0.049,0.03,0.49,1,
2015/9/11 0:00,Double Eagle Acquisition ,EAGLU,Deutsche Bank Securities/ BofA Merrill Lynch,10,10.01,10.05,0.005,0.01,0.05,1,
2015/9/11 0:00,Pace Holdings  ,PACEU,Deutsche Bank Securities/ Citigroup,10,10.1,10.11,0.011,0.1,0.11,1,
2015/9/17 0:00,REGENXBIO Inc.  ,RGNX,Morgan Stanley/ BofA Merrill Lynch/ Piper Jaffray,22,30.26,30.45,0.384090909,8.26,8.45,3,
2015/9/18 0:00,Nabriva Therapeutics AG ,NBRV,Leerink Partners/ RBC Capital Markets,10.25,11.39,13.24,0.291707317,1.14,2.99,2,
2015/9/18 0:00,Penumbra  ,PEN,J.P. Morgan/ BofA Merrill Lynch,30,40,41.3,0.376666667,10,11.3,3,
2015/9/22 0:00,Boulevard Acquisition Corp. II  ,BLVDU,Citigroup,10,10,9.96,-0.004,0,-0.04,1,
2015/10/1 0:00,Edge Therapeutics ,EDGE,Leerink Partners/ Credit Suisse,11,11.6,12.94,0.176363636,0.6,1.94,1,
2015/10/1 0:00,Mirna Therapeutics ,MIRN,Citigroup/ Leerink Partners,7,7.25,7.04,0.005714286,0.25,0.04,1,
2015/10/1 0:00,Performance Food Group  ,PFGC,Credit Suisse/ Barclays/ Wells Fargo Securities/ Morgan Stanley,19,19,19.2,0.010526316,0,0.2,1,
2015/10/1 0:00,Surgery Partners ,SGRY,BofA Merrill Lynch/ Goldman Sachs/ Jefferies,19,17.45,18.11,-0.046842105,-1.55,-0.89,1,
2015/10/2 0:00,NovoCure ,NVCR,J.P. Morgan/ Deutsche Bank Securities/ Evercore ISI/ Wells Fargo Securities,22,19.23,18.28,-0.169090909,-2.77,-3.72,1,
2015/10/7 0:00,Aclaris Therapeutics ,ACRS,Jefferies/ Citigroup,11,11.94,11.05,0.004545455,0.94,0.05,1,
2015/10/7 0:00,Pure Storage ,PSTG,Morgan Stanley/ Goldman Sachs/ Barclays/ Allen & Company/ BofA Merrill Lynch,17,16.74,16.01,-0.058235294,-0.26,-0.99,3,Missed
2015/10/8 0:00,Allegiance Bancshares ,ABTX,Baird/ Stephens,21,22.31,23.12,0.100952381,1.31,2.12,1,
2015/10/8 0:00,CytomX Therapeutics ,CTMX,BofA Merrill Lynch/ Jefferies/ Cowen and Company,12,15.6,12.9,0.075,3.6,0.9,1,
2015/10/9 0:00,CPI Card Group ,PMTS,BMO Capital Markets/ Goldman Sachs/ CIBC,10,11,12.17,0.217,1,2.17,1,
2015/10/14 0:00,Capitol Acquisition Corp. III ,CLACU,Citigroup/ Deutsche Bank Securities/ Credit Suisse,10,10,10,0,0,0,1,
2015/10/14 0:00,Cerecor ,CERCU,Maxim Group LLC,6.5,6.59,6.4,-0.015384615,0.09,-0.1,1,
2015/10/14 0:00,First Data   ,FDC,Citigroup/ Morgan Stanley/ BofA Merrill Lynch/ KKR/ Barclays/ Credit Suisse/ Deutsche Bank Securities/ Goldman Sachs/ HSBC/ Mizuho Securities/ PNC Capital Markets/ SunTrust Robinson Humphrey/ Wells Fargo Securities,16,16.39,15.75,-0.015625,0.39,-0.25,1,
2015/10/14 0:00,Pacific Special Acquisition ,PAACU,EarlyBirdCapital,10,10.02,10.03,0.003,0.02,0.03,1,
2015/10/19 0:00,American Farmland ,AFCO,Deutsche Bank Securities/ Citigroup/ Raymond James/ RBC Capital Markets/ FBR,8,7,6.93,-0.13375,-1,-1.07,1,
2015/10/21 0:00,Ferrari N.V. ,RACE,UBS Investment Bank/ BofA Merrill Lynch/ Santander,52,60,55,0.057692308,8,3,3,
2015/10/21 0:00,Multi Packaging Solutions International ,MPSX,BofA Merrill Lynch/ Barclays/ Citigroup,13,13.25,15.83,0.217692308,0.25,2.83,1,
2015/10/22 0:00,Dimension Therapeutics ,DMTX,Goldman Sachs/ Citigroup/ Wells Fargo Securities,13,12.6,10.8,-0.169230769,-0.4,-2.2,1,
2015/10/27 0:00,Adesto Technologies ,IOTS,Needham & Company/ Oppenheimer & Co.,5,5.6,5.9,0.18,0.6,0.9,1,
2015/10/29 0:00,MyoKardia ,MYOK,Credit Suisse/ Cowen and Company,10,11.08,10.53,0.053,1.08,0.53,1,
2015/11/11 0:00,Advanced Accelerator Applications S.A. ,AAAP,Citigroup/ Jefferies? ?,16,18.5,24.5,0.53125,2.5,8.5,1,Missed
2015/11/11 0:00,Equity Bancshares ,EQBK,"Keefe, Bruyette & Woods (A Stifel Company)/ Stephens",22.5,24.25,23.89,0.061777778,1.75,1.39,3,
2015/11/11 0:00,Voyager Therapeutics ,VYGR,Cowen and Company/ Piper Jaffray,14,15.1,17.75,0.267857143,1.1,3.75,1,
2015/11/11 0:00,Wave Life Sciences Pte Ltd. ,WVE,Jefferies/ Leerink Partners,16,17.05,16,0,1.05,0,2,
2015/11/13 0:00,Instructure ,INST,Morgan Stanley/ Goldman Sachs/ Jefferies,16,16,18,0.125,0,2,2,
2015/11/13 0:00,Xtera Communications ,XCOM,Needham & Company/ Cowen and Company/ BMO Capital Markets,5,5.15,5,0,0.15,0,1,
2015/11/18 0:00,Match Group ,MTCH,J.P. Morgan/ Allen & Company/ BofA Merrill Lynch,12,13.5,14.74,0.228333333,1.5,2.74,1,Missed
2015/11/19 0:00,Axsome Therapeutics ,AXSM,Ladenburg Thalmann,9,9,9.07,0.007777778,0,0.07,1,
2015/11/19 0:00,Mimecast Ltd. ,MIME,Goldman Sachs/ Barclays/ Jefferies/ RBC Capital Markets,10,11,10.1,0.01,1,0.1,3,
2015/11/19 0:00,Square,SQ,Goldman Sachs/ Morgan Stanley/ J.P. Morgan,9,11.2,13.07,0.452222222,2.2,4.07,1,
2015/11/20 0:00,Duluth Holdings ,DLTH,William Blair/ Baird/ Raymond James/ BMO Capital Markets,12,5.15,13.36,0.113333333,-6.85,1.36,1,
2015/11/25 0:00,Andina Acquisition Corp. II ,ANDAU,"EarlyBirdCapital, Inc.",10,9.97,9.9,-0.01,-0.03,-0.1,1,
2015/12/10 0:00,Atlassian Corporation Plc ,TEAM,Goldman Sachs/ Morgan Stanley,21,27.67,27.78,0.322857143,6.67,6.78,3,
2015/12/18 0:00,Yirendai Ltd. ,YRD,Morgan Stanley/ Credit Suisse/ China Renaissance,10,10,9.1,-0.09,0,-0.9,1,
2014/1/10 0:00,GlycoMimetics ,GLYC,Jefferies/ Barclays,8,10.4,9.01,0.12625,2.4,1.01,2,
